f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,label
0.0,0.0,0.0,0.05370146036148071,0.00943213701248169,-0.019085516036462025,0.10975289344787598,-0.02169477939605713,-0.02381994277329369,0.15251320600509644,-0.041789889335632324,-0.027448790893863872,0.18417420983314514,-0.04182302951812744,-0.032165153698038296,0.11261779069900513,-0.18375203013420105,-0.014055882395219044,0.13890892267227173,-0.2699328064918518,-0.023841605336379246,0.1492282748222351,-0.32389652729034424,-0.033992386237692074,0.15647676587104797,-0.37166067957878113,-0.04282009117395802,0.08435210585594177,-0.2192876935005188,-0.016253090278219418,0.10682880878448486,-0.33032071590423584,-0.023583737016629414,0.1181151270866394,-0.39074838161468506,-0.03729490824134274,0.12354406714439392,-0.441195011138916,-0.049294790999006466,0.05135074257850647,-0.22521856427192688,-0.020504395292114452,0.057388871908187866,-0.33045822381973267,-0.03405611105353756,0.060256630182266235,-0.3932965248823166,-0.051481644437622265,0.0600854754447937,-0.4456133246421814,-0.06452377028853817,0.01676177978515625,-0.21001982688903809,-0.02617948204369469,0.0005315244197845459,-0.2840573489665985,-0.041978812591146664,-0.008135765790939331,-0.3316476345062256,-0.053015707806657986,-0.014753252267837524,-0.37367090582847595,-0.06089664138944073,hello
0.0,0.0,0.0,0.06304162740707397,-0.0005705356597900391,-0.015980788285922642,0.12283849716186523,-0.044810593128204346,-0.024486048857760068,0.16500741243362427,-0.07023516297340393,-0.03365630355019533,0.19724607467651367,-0.07651975750923157,-0.046083808655929204,0.11896297335624695,-0.18763452768325806,-0.022982022504400845,0.14094534516334534,-0.2805705666542053,-0.04456372257609331,0.1524156630039215,-0.346099853515625,-0.0644934147252556,0.16281768679618835,-0.40140393376350403,-0.08020632412571871,0.09192544221878052,-0.2091785967350006,-0.03230752867002451,0.10340091586112976,-0.3165943920612335,-0.05389864441294634,0.11560076475143433,-0.3875824511051178,-0.07803648408789599,0.12413260340690613,-0.4447922110557556,-0.09704088118214571,0.05958759784698486,-0.2071285843849182,-0.043037839944553014,0.05730855464935303,-0.31954528391361237,-0.06774601038832628,0.061949580907821655,-0.38751548528671265,-0.08836680349249804,0.06702414155006409,-0.439701110124588,-0.10361122038502657,0.023196280002593994,-0.190543532371521,-0.05493434962172472,0.002115964889526367,-0.2704387903213501,-0.08032577183384859,-0.007265955209732056,-0.32831408083438873,-0.09300086345810854,-0.012173265218734741,-0.3753279596567154,-0.10181517597575152,hello
0.0,0.0,0.0,0.06304162740707397,-0.0005705356597900391,-0.015980788285922642,0.12283849716186523,-0.044810593128204346,-0.024486048857760068,0.16500741243362427,-0.07023516297340393,-0.03365630355019533,0.19724607467651367,-0.07651975750923157,-0.046083808655929204,0.11896297335624695,-0.18763452768325806,-0.022982022504400845,0.14094534516334534,-0.2805705666542053,-0.04456372257609331,0.1524156630039215,-0.346099853515625,-0.0644934147252556,0.16281768679618835,-0.40140393376350403,-0.08020632412571871,0.09192544221878052,-0.2091785967350006,-0.03230752867002451,0.10340091586112976,-0.3165943920612335,-0.05389864441294634,0.11560076475143433,-0.3875824511051178,-0.07803648408789599,0.12413260340690613,-0.4447922110557556,-0.09704088118214571,0.05958759784698486,-0.2071285843849182,-0.043037839944553014,0.05730855464935303,-0.31954528391361237,-0.06774601038832628,0.061949580907821655,-0.38751548528671265,-0.08836680349249804,0.06702414155006409,-0.439701110124588,-0.10361122038502657,0.023196280002593994,-0.190543532371521,-0.05493434962172472,0.002115964889526367,-0.2704387903213501,-0.08032577183384859,-0.007265955209732056,-0.32831408083438873,-0.09300086345810854,-0.012173265218734741,-0.3753279596567154,-0.10181517597575152,hello
0.0,0.0,0.0,0.06632378697395325,-0.0021279454231262207,-0.019485968796438158,0.12406641244888306,-0.056343913078308105,-0.0229310855994882,0.16230443120002747,-0.10725659132003784,-0.026461908293789804,0.19122010469436646,-0.11708328127861023,-0.030946124045080126,0.10274377465248108,-0.24480324983596802,-0.0035715956966342333,0.12101384997367859,-0.3428008258342743,-0.013742596542364538,0.12722384929656982,-0.3972526639699936,-0.026697285173362673,0.1290610432624817,-0.4460916668176651,-0.03795086562437433,0.06969526410102844,-0.2732669711112976,-0.006752985695278824,0.0787447988986969,-0.3935486078262329,-0.015331169290369928,0.08377724885940552,-0.4528268873691559,-0.0322129015604915,0.08262228965759277,-0.5039263367652893,-0.04644094750089067,0.03606128692626953,-0.26943647861480713,-0.012948709240085066,0.028447091579437256,-0.38271185755729675,-0.026359645349806726,0.028964728116989136,-0.44750310480594635,-0.045404262540763796,0.02540045976638794,-0.5009020268917084,-0.060028239784664095,0.0025706887245178223,-0.2412896752357483,-0.021095974070853174,-0.024319946765899658,-0.32954493165016174,-0.037389982191747606,-0.03613278269767761,-0.3843938857316971,-0.04978501021665949,-0.04522162675857544,-0.4314621090888977,-0.05894962295693773,hello
0.0,0.0,0.0,0.050950706005096436,0.00630265474319458,-0.022443792764818227,0.10585328936576843,-0.020007669925689697,-0.028346945513760602,0.1467767059803009,-0.041705429553985596,-0.03303687365797714,0.17936095595359802,-0.046863675117492676,-0.038301405478989636,0.10659244656562805,-0.18350711464881897,-0.014223245885943925,0.1365995705127716,-0.2590659558773041,-0.024106235225474393,0.15428626537322998,-0.309126615524292,-0.03407759310749725,0.1685725748538971,-0.35355091094970703,-0.042824600805317914,0.07864031195640564,-0.21797937154769897,-0.015342684444760835,0.1024223268032074,-0.31877753138542175,-0.024899148364340817,0.1161656379699707,-0.3795851171016693,-0.038984541763340985,0.12298822402954102,-0.4286333918571472,-0.05019346715954498,0.045756757259368896,-0.2228260636329651,-0.01891289929000095,0.05394616723060608,-0.31735119223594666,-0.03399616571215347,0.056655049324035645,-0.37536728382110596,-0.049331744183575665,0.05672246217727661,-0.42041030526161194,-0.05952358709720329,0.00963553786277771,-0.20575547218322754,-0.024354876001154935,0.0012406408786773682,-0.278766393661499,-0.0414699883952494,-0.0041693150997161865,-0.3280941843986511,-0.05158555971530632,-0.008479982614517212,-0.37018081545829773,-0.057472744007384335,hello
0.0,0.0,0.0,0.050950706005096436,0.00630265474319458,-0.022443792764818227,0.10585328936576843,-0.020007669925689697,-0.028346945513760602,0.1467767059803009,-0.041705429553985596,-0.03303687365797714,0.17936095595359802,-0.046863675117492676,-0.038301405478989636,0.10659244656562805,-0.18350711464881897,-0.014223245885943925,0.1365995705127716,-0.2590659558773041,-0.024106235225474393,0.15428626537322998,-0.309126615524292,-0.03407759310749725,0.1685725748538971,-0.35355091094970703,-0.042824600805317914,0.07864031195640564,-0.21797937154769897,-0.015342684444760835,0.1024223268032074,-0.31877753138542175,-0.024899148364340817,0.1161656379699707,-0.3795851171016693,-0.038984541763340985,0.12298822402954102,-0.4286333918571472,-0.05019346715954498,0.045756757259368896,-0.2228260636329651,-0.01891289929000095,0.05394616723060608,-0.31735119223594666,-0.03399616571215347,0.056655049324035645,-0.37536728382110596,-0.049331744183575665,0.05672246217727661,-0.42041030526161194,-0.05952358709720329,0.00963553786277771,-0.20575547218322754,-0.024354876001154935,0.0012406408786773682,-0.278766393661499,-0.0414699883952494,-0.0041693150997161865,-0.3280941843986511,-0.05158555971530632,-0.008479982614517212,-0.37018081545829773,-0.057472744007384335,hello
0.0,0.0,0.0,0.046885788440704346,0.0029282569885253906,-0.021160479260814213,0.09781932830810547,-0.022359251976013184,-0.027028303219211125,0.13344231247901917,-0.05234682559967041,-0.0317355800403476,0.1612797975540161,-0.07028079032897949,-0.03691932894123795,0.1051529049873352,-0.16876202821731567,-0.014606359040570283,0.13294875621795654,-0.24430882930755615,-0.026991489900481724,0.14812922477722168,-0.29599320888519287,-0.03796205632222893,0.1603114902973175,-0.338958203792572,-0.04631032012237313,0.07778936624526978,-0.2035256028175354,-0.01542299017144444,0.10308551788330078,-0.30162513256073,-0.02551120668483975,0.11664879322052002,-0.3606586754322052,-0.03779372535480263,0.12405732274055481,-0.40749961137771606,-0.046934850139749074,0.04462549090385437,-0.20958423614501953,-0.018772359563243413,0.05041322112083435,-0.3080121874809265,-0.03346628285778763,0.05282336473464966,-0.36073046922683716,-0.04516683108938935,0.053980231285095215,-0.39963263273239136,-0.05238306857479813,0.007356166839599609,-0.19491362571716309,-0.024068649484050297,0.0007391571998596191,-0.2637596130371094,-0.03918964378370049,-0.00391387939453125,-0.30094677209854126,-0.045676167680156254,-0.007828295230865479,-0.3301306962966919,-0.048655695839059376,hello
0.0,0.0,0.0,0.061070531606674194,0.005036830902099609,-0.023527353322734257,0.12201416492462158,-0.0361635684967041,-0.030979826367129704,0.16442665457725525,-0.06370478868484497,-0.036511645904411694,0.19678223133087158,-0.07145160436630249,-0.043788780710329434,0.1114439070224762,-0.21134009957313538,-0.02158250405513229,0.13324469327926636,-0.30412086844444275,-0.03449073179685058,0.14207646250724792,-0.3608097434043884,-0.04870114966355743,0.14860492944717407,-0.4100019931793213,-0.06060637652002754,0.07966339588165283,-0.2382259964942932,-0.023357070303191563,0.08839461207389832,-0.358151912689209,-0.03292407213770332,0.09353050589561462,-0.4244956076145172,-0.051243060520519634,0.09582442045211792,-0.4803163707256317,-0.06788651390992584,0.04657277464866638,-0.23473688960075378,-0.02701717919730129,0.04036495089530945,-0.3396141529083252,-0.041163028469910046,0.04287490248680115,-0.4061940759420395,-0.06027338399611892,0.04351833462715149,-0.4598883092403412,-0.07589377208672943,0.012657970190048218,-0.21001878380775452,-0.03255479156099739,-0.007702618837356567,-0.29207226634025574,-0.048990496686329266,-0.0181674063205719,-0.34562841057777405,-0.05918585999928894,-0.025051727890968323,-0.39101824164390564,-0.06718147291861953,hello
0.0,0.0,0.0,0.061070531606674194,0.005036830902099609,-0.023527353322734257,0.12201416492462158,-0.0361635684967041,-0.030979826367129704,0.16442665457725525,-0.06370478868484497,-0.036511645904411694,0.19678223133087158,-0.07145160436630249,-0.043788780710329434,0.1114439070224762,-0.21134009957313538,-0.02158250405513229,0.13324469327926636,-0.30412086844444275,-0.03449073179685058,0.14207646250724792,-0.3608097434043884,-0.04870114966355743,0.14860492944717407,-0.4100019931793213,-0.06060637652002754,0.07966339588165283,-0.2382259964942932,-0.023357070303191563,0.08839461207389832,-0.358151912689209,-0.03292407213770332,0.09353050589561462,-0.4244956076145172,-0.051243060520519634,0.09582442045211792,-0.4803163707256317,-0.06788651390992584,0.04657277464866638,-0.23473688960075378,-0.02701717919730129,0.04036495089530945,-0.3396141529083252,-0.041163028469910046,0.04287490248680115,-0.4061940759420395,-0.06027338399611892,0.04351833462715149,-0.4598883092403412,-0.07589377208672943,0.012657970190048218,-0.21001878380775452,-0.03255479156099739,-0.007702618837356567,-0.29207226634025574,-0.048990496686329266,-0.0181674063205719,-0.34562841057777405,-0.05918585999928894,-0.025051727890968323,-0.39101824164390564,-0.06718147291861953,hello
0.0,0.0,0.0,0.056405603885650635,-0.004937291145324707,-0.026153784497381594,0.10829919576644897,-0.042318105697631836,-0.03655195075154438,0.14995452761650085,-0.06091207265853882,-0.04514597940325871,0.1795215904712677,-0.07356256246566772,-0.05536268117904797,0.0963074266910553,-0.2096712589263916,-0.019700082271100428,0.11004576086997986,-0.30424076318740845,-0.03314659955978527,0.11783275008201599,-0.3677327483892441,-0.04789683434248104,0.12341099977493286,-0.423213392496109,-0.060437495141030695,0.06432011723518372,-0.2281244993209839,-0.020010371013285067,0.06917831301689148,-0.3366320878267288,-0.03043659801662102,0.07276472449302673,-0.4041634202003479,-0.04779216486096516,0.07400289177894592,-0.45973876118659973,-0.06332868921637669,0.030462563037872314,-0.22098034620285034,-0.022790836422444727,0.02803066372871399,-0.3141734004020691,-0.037447585045100595,0.02904212474822998,-0.3721303790807724,-0.052000062792302515,0.028594553470611572,-0.41705816984176636,-0.06345186221480503,-0.004427880048751831,-0.1958877444267273,-0.027935548006297495,-0.015389010310173035,-0.2622995376586914,-0.04444108742356434,-0.021552130579948425,-0.3059139847755432,-0.051886642603875544,-0.02669695019721985,-0.3433679789304733,-0.05703990372896328,hello
