gesture,sequence,frame,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
THANK_YOU,0,0,0.5429760217666626,0.7807124257087708,1.9327325162521447e-07,0.5717294216156006,0.7269740104675293,-0.002529231598600745,0.586301326751709,0.6704550385475159,-0.0056281182914972305,0.5881874561309814,0.6216005682945251,-0.008879627101123333,0.5866069197654724,0.5837262868881226,-0.012890531681478024,0.5429713726043701,0.6065118312835693,-0.009062869474291801,0.5245495438575745,0.5350626707077026,-0.01524772122502327,0.5124975442886353,0.49526453018188477,-0.020101837813854218,0.5013962388038635,0.4631958305835724,-0.023438237607479095,0.5195884108543396,0.6164399981498718,-0.012870118953287601,0.49997371435165405,0.5363656878471375,-0.018323060125112534,0.4871731102466583,0.4865036606788635,-0.02357826940715313,0.4768703877925873,0.44895392656326294,-0.02769189514219761,0.49995559453964233,0.6383857727050781,-0.016462400555610657,0.4820331335067749,0.5665730237960815,-0.021448656916618347,0.47284379601478577,0.5219343304634094,-0.026387488469481468,0.4657805562019348,0.48684847354888916,-0.03015287220478058,0.48278287053108215,0.6679269075393677,-0.01993934065103531,0.46812063455581665,0.6089821457862854,-0.02502073533833027,0.4590159058570862,0.5757558345794678,-0.02678658813238144,0.45133328437805176,0.5470565557479858,-0.027492757886648178
THANK_YOU,0,1,0.5432456731796265,0.7816439270973206,1.873544874797517e-07,0.5717291831970215,0.7286447882652283,-0.002552953315898776,0.5864464044570923,0.6720940470695496,-0.005789812654256821,0.5887901782989502,0.6227704286575317,-0.00930693093687296,0.5869725346565247,0.5837998390197754,-0.013622949831187725,0.5427931547164917,0.6065898537635803,-0.008555114269256592,0.5247329473495483,0.535156786441803,-0.015175807289779186,0.5125155448913574,0.4955008625984192,-0.020523255690932274,0.5010270476341248,0.4639192223548889,-0.024150656536221504,0.519815981388092,0.6161465048789978,-0.012594730593264103,0.5008781552314758,0.5361637473106384,-0.018268287181854248,0.4879504442214966,0.48653388023376465,-0.02384266071021557,0.47721028327941895,0.44894057512283325,-0.028182214125990868,0.5003514885902405,0.6381317377090454,-0.016519935801625252,0.4826958477497101,0.5659008026123047,-0.02172032743692398,0.47328561544418335,0.5213029980659485,-0.02683204971253872,0.4658961594104767,0.48650604486465454,-0.030713792890310287,0.48310405015945435,0.6678826212882996,-0.02035946398973465,0.4685325026512146,0.6088352799415588,-0.02560763992369175,0.4592236876487732,0.5754129886627197,-0.027478398755192757,0.45126378536224365,0.54683518409729,-0.02825707383453846
THANK_YOU,0,2,0.5450284481048584,0.7839070558547974,1.924744026382541e-07,0.5747624635696411,0.7301041483879089,-0.0018537394935265183,0.5888922810554504,0.673446774482727,-0.004261541645973921,0.5907338261604309,0.622174859046936,-0.006734396331012249,0.5907576680183411,0.5832720994949341,-0.009744272567331791,0.5465922951698303,0.6075034141540527,-0.007720827125012875,0.5288575291633606,0.5328888893127441,-0.013392566703259945,0.5158740878105164,0.4921274483203888,-0.01757533848285675,0.5040777325630188,0.46055516600608826,-0.020393533632159233,0.5227291584014893,0.6167162656784058,-0.011253411881625652,0.5029028654098511,0.5344502925872803,-0.01708698458969593,0.4892769455909729,0.4837706983089447,-0.021986326202750206,0.47863441705703735,0.44628286361694336,-0.025416174903512,0.502953052520752,0.6386265158653259,-0.014519397169351578,0.483686238527298,0.5654230117797852,-0.01985386572778225,0.4739527106285095,0.5203571319580078,-0.024490201845765114,0.4665917456150055,0.4852902591228485,-0.027602268382906914,0.48635637760162354,0.6686609387397766,-0.01756136678159237,0.47086161375045776,0.6085684895515442,-0.02260056883096695,0.4614807367324829,0.5741828680038452,-0.024294760078191757,0.4538554549217224,0.5438011884689331,-0.024681206792593002
THANK_YOU,0,3,0.544844925403595,0.7842164039611816,1.8946660418350803e-07,0.5745410323143005,0.7294063568115234,-0.0013565865810960531,0.5889480710029602,0.6712214350700378,-0.0035689002834260464,0.5904703140258789,0.620618999004364,-0.005948857869952917,0.589108407497406,0.582781970500946,-0.009014846757054329,0.5455224514007568,0.6076710224151611,-0.00815968681126833,0.5277196168899536,0.5312491059303284,-0.013937067240476608,0.5154375433921814,0.48946142196655273,-0.018122373148798943,0.5044165849685669,0.4573485851287842,-0.020849980413913727,0.5220193266868591,0.6172390580177307,-0.01194834429770708,0.5026861429214478,0.5331897139549255,-0.01711679808795452,0.48989832401275635,0.4820634424686432,-0.021834297105669975,0.4799143075942993,0.4450061023235321,-0.025403495877981186,0.5024713277816772,0.6392564177513123,-0.015378163196146488,0.48422425985336304,0.5643520951271057,-0.0200465377420187,0.4747762978076935,0.5182784795761108,-0.02482657879590988,0.46745914220809937,0.4828661382198334,-0.028408704325556755,0.48598670959472656,0.66936194896698,-0.01853276789188385,0.47123292088508606,0.608403205871582,-0.023372817784547806,0.46196895837783813,0.5741173028945923,-0.025105806067585945,0.4539051055908203,0.5446580648422241,-0.02570609748363495
THANK_YOU,0,4,0.5447319149971008,0.7847559452056885,1.8443196836415154e-07,0.5741944909095764,0.7292311191558838,-0.0006867044139653444,0.5889301896095276,0.6716699600219727,-0.0027935095131397247,0.5905429720878601,0.6211180686950684,-0.005194557830691338,0.5894634127616882,0.5826582312583923,-0.008288577198982239,0.5454731583595276,0.6072820425033569,-0.00746042700484395,0.5271885395050049,0.5303013920783997,-0.0130990045145154,0.5146009922027588,0.48907193541526794,-0.01718098297715187,0.5033422708511353,0.45766204595565796,-0.01978323608636856,0.5220728516578674,0.6168763041496277,-0.011493266560137272,0.502534031867981,0.5327490568161011,-0.01630650833249092,0.48963335156440735,0.4820735454559326,-0.02073492482304573,0.47975778579711914,0.4455145597457886,-0.024132568389177322,0.5026310682296753,0.6390710473060608,-0.015153615735471249,0.4842398762702942,0.5641692876815796,-0.01943809539079666,0.4746553897857666,0.5179727077484131,-0.0239998959004879,0.4673946499824524,0.482355535030365,-0.027501346543431282,0.48623430728912354,0.6693553328514099,-0.018496865406632423,0.47147136926651,0.6083769798278809,-0.022982409223914146,0.4621129333972931,0.5742456912994385,-0.02447318099439144,0.45386525988578796,0.544873058795929,-0.0249269250780344
THANK_YOU,0,5,0.5460101962089539,0.7899571657180786,1.5974944744812092e-07,0.5747448801994324,0.7341211438179016,0.00033091389923356473,0.5899045467376709,0.6771655678749084,-0.0013340283185243607,0.5923320055007935,0.627180278301239,-0.0037391246296465397,0.5914912819862366,0.588926374912262,-0.0069256131537258625,0.5479018092155457,0.6099039316177368,-0.0047638751566410065,0.5298504829406738,0.5361312031745911,-0.0104892672970891,0.517297625541687,0.49611547589302063,-0.015215113759040833,0.5061211585998535,0.46455448865890503,-0.018424807116389275,0.5247308611869812,0.6179438233375549,-0.009686985053122044,0.5047388076782227,0.536186933517456,-0.014583121053874493,0.49151331186294556,0.48672938346862793,-0.019512932747602463,0.4814230501651764,0.44927704334259033,-0.023301461711525917,0.5049042701721191,0.63918536901474,-0.014330245554447174,0.48622238636016846,0.5644088983535767,-0.018925901502370834,0.4766533374786377,0.5193275809288025,-0.02339206449687481,0.46956872940063477,0.48376429080963135,-0.026774702593684196,0.4875708818435669,0.6696343421936035,-0.01864812895655632,0.4725354313850403,0.609784722328186,-0.023219434544444084,0.4635809659957886,0.5757239460945129,-0.024454355239868164,0.45620280504226685,0.5456611514091492,-0.02470521442592144
THANK_YOU,0,6,0.54530268907547,0.7896531224250793,1.750310048009851e-07,0.5742200016975403,0.733245849609375,-0.0005587842897512019,0.5893779993057251,0.676072359085083,-0.002690650522708893,0.5913242697715759,0.6260982155799866,-0.005222632084041834,0.5902745723724365,0.5871951580047607,-0.0084190983325243,0.546743631362915,0.6097288727760315,-0.006502141710370779,0.5294089913368225,0.5353325605392456,-0.012073568999767303,0.5173742771148682,0.4945473074913025,-0.016414085403084755,0.5062710642814636,0.4625508785247803,-0.019301293417811394,0.5234290361404419,0.6179484724998474,-0.010889751836657524,0.5044795870780945,0.5349120497703552,-0.01577380672097206,0.4915488660335541,0.48484641313552856,-0.020279018208384514,0.4812092185020447,0.4480109214782715,-0.023697009310126305,0.503728985786438,0.6394712924957275,-0.014941800385713577,0.4861234426498413,0.5644611120223999,-0.019364481791853905,0.47669532895088196,0.5186947584152222,-0.023510364815592766,0.46927517652511597,0.48339757323265076,-0.026602106168866158,0.4866523742675781,0.6701244711875916,-0.018711259588599205,0.47209346294403076,0.6080736517906189,-0.02309599332511425,0.4631274938583374,0.5737583041191101,-0.02399415895342827,0.4553348422050476,0.5447342395782471,-0.023920267820358276
THANK_YOU,0,7,0.5478526949882507,0.7903279066085815,1.689858208919759e-07,0.5766049027442932,0.7326836585998535,0.00010390658280812204,0.59074467420578,0.6751372218132019,-0.0013795278500765562,0.5920762419700623,0.6250333786010742,-0.0035165653098374605,0.5911099314689636,0.5858663320541382,-0.006238107569515705,0.549383282661438,0.6080846786499023,-0.0042985668405890465,0.5309826135635376,0.5354006886482239,-0.009728570468723774,0.5188198685646057,0.49549317359924316,-0.014141055755317211,0.5079956650733948,0.46380069851875305,-0.01708383858203888,0.5255033373832703,0.6173374056816101,-0.00896406639367342,0.5053520202636719,0.5366595387458801,-0.014345254749059677,0.4925266206264496,0.4868248701095581,-0.019166918471455574,0.4826681911945343,0.44895505905151367,-0.02260524593293667,0.505486249923706,0.6392466425895691,-0.01344772893935442,0.48688435554504395,0.5661815404891968,-0.018348848447203636,0.4771832525730133,0.5209200978279114,-0.02270321175456047,0.4698209762573242,0.4848974049091339,-0.025698544457554817,0.48852625489234924,0.6693781018257141,-0.017643149942159653,0.4731733798980713,0.6089895963668823,-0.02201182395219803,0.4639837443828583,0.5750495195388794,-0.02295442298054695,0.4563311040401459,0.5455144047737122,-0.02285243570804596
THANK_YOU,0,8,0.547768771648407,0.7882678508758545,1.8178455718498299e-07,0.5768644213676453,0.7329328656196594,0.0002168141509173438,0.5913630127906799,0.6760476231575012,-0.0008964326116256416,0.5926989316940308,0.6248718500137329,-0.0022616104688495398,0.5899935960769653,0.5859488248825073,-0.0041054063476622105,0.5499849915504456,0.6094735860824585,-0.00580599345266819,0.5314019322395325,0.5341536998748779,-0.010566335171461105,0.5190526247024536,0.4935767352581024,-0.013926388695836067,0.5081192851066589,0.4621080756187439,-0.01600174605846405,0.5259110331535339,0.6185378432273865,-0.009679839015007019,0.5055596232414246,0.5352494120597839,-0.014840647578239441,0.4925574064254761,0.4846380352973938,-0.018771253526210785,0.48289281129837036,0.44716691970825195,-0.021364545449614525,0.5057789087295532,0.6400744915008545,-0.013151240535080433,0.48697206377983093,0.5660722255706787,-0.01758917048573494,0.4775482416152954,0.5209157466888428,-0.021346785128116608,0.4707939028739929,0.48580265045166016,-0.023784179240465164,0.4888850152492523,0.6697676181793213,-0.01625470444560051,0.4740768373012543,0.6090788841247559,-0.019874561578035355,0.46498462557792664,0.5752784609794617,-0.02046937681734562,0.4578462839126587,0.5460942983627319,-0.020081358030438423
THANK_YOU,0,9,0.5475002527236938,0.7870402932167053,1.8173061278048408e-07,0.5768100619316101,0.7327842116355896,0.00013351162488106638,0.5915547609329224,0.6759151816368103,-0.0011951648630201817,0.5928714871406555,0.6252678632736206,-0.002730031032115221,0.5896871089935303,0.5862588882446289,-0.004793914034962654,0.5494115352630615,0.6090980768203735,-0.00631715776398778,0.5309967994689941,0.5331908464431763,-0.011053587310016155,0.5189525485038757,0.49258893728256226,-0.014411582611501217,0.50835782289505,0.4613384008407593,-0.016489969566464424,0.525354266166687,0.6178169846534729,-0.010152985341846943,0.5055949091911316,0.534024178981781,-0.014703393913805485,0.4928295910358429,0.48340219259262085,-0.018517009913921356,0.48338308930397034,0.44671866297721863,-0.0212858933955431,0.5050992369651794,0.6390810012817383,-0.013559628278017044,0.4872208535671234,0.5638109445571899,-0.017586445435881615,0.47823357582092285,0.51822829246521,-0.021590715274214745,0.47163325548171997,0.48342472314834595,-0.024496931582689285,0.4880143404006958,0.6684778332710266,-0.016572874039411545,0.4739195704460144,0.6077451705932617,-0.02043575420975685,0.4647688865661621,0.5740822553634644,-0.021500833332538605,0.4571422040462494,0.5450549721717834,-0.02155553735792637
